*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.1b
*Date=16:05:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
296;;;18.923;-33.3123;0;Bottom;Copper Fill558
297;;DIP (Dual Inline) [THT];83.3597;-20.8703;-90;Bottom;IC3
298;;;94.7293;-29.9976;0;Bottom;Copper Fill218
299;;;75.8698;-50.1271;0;Bottom;Copper Fill359
300;;;94.7928;-71.3488;0;Bottom;Copper Fill262
301;1k;0805 [SMD];88.5122;-37.0627;180;Top;R29
302;;;64.9097;-89.6368;0;Bottom;Copper Fill231
303;;THT;14.1447;-6.26525;0;Bottom;J124
304;;;14.3764;-59.2584;0;Bottom;Copper Fill27
305;;;4.2545;-86.4872;0;Bottom;Copper Fill492
306;2.2;0805 [SMD];2.46969;-35.4752;0;Top;R73
307;;;94.7928;-58.6488;0;Bottom;Copper Fill270
308;;;3.302;-92.8499;0;Bottom;Copper Fill183
309;;;25.146;-12.9288;0;Bottom;Copper Fill94
310;;;27.5336;-66.1799;0;Bottom;Copper Fill452
311;;;95.3389;-91.2878;0;Bottom;Copper Fill197
312;;;33.655;-12.3446;0;Bottom;Copper Fill352
313;;;94.234;-29.5023;0;Bottom;Copper Fill220
314;;;81.0641;-66.8276;0;Bottom;Copper Fill112
315;1k;0805 [SMD];91.0522;-13.8852;180;Top;R60
316;;;84.8741;-59.5124;0;Bottom;Copper Fill384
317;;;59.9694;-65.3671;0;Bottom;Copper Fill120
318;;;49.7586;-11.9636;0;Bottom;Copper Fill339
319;;;41.7576;-17.4754;0;Bottom;Copper Fill351
320;;;82.677;-88.0112;0;Bottom;Copper Fill239
321;;;66.6241;-68.7878;-90;Bottom;TXT2
322;;;15.0749;-25.197;0;Bottom;Copper Fill223
323;;THT;9.0647;-16.4253;0;Bottom;J177
324;;;56.6928;-25.3748;0;Bottom;Copper Fill321
325;;;79.9846;-73.8634;0;Bottom;Copper Fill16
326;;;1.8796;-56.7819;0;Bottom;Copper Fill408
327;;;34.6456;-93.0023;0;Bottom;Copper Fill438
328;;;51.9271;-6.90035;0;Bottom;Via177
329;;TO220 [THT];6.8422;-83.9712;180;Bottom;Q4
330;;;46.4566;-76.2256;0;Bottom;Copper Fill250
331;;;41.3766;-65.9767;0;Bottom;Copper Fill495
332;;;47.1646;-10.0753;0;Bottom;Via198
333;;THT;11.6047;-16.4253;0;Bottom;J169
334;;;94.234;-29.5023;0;Bottom;Copper Fill557
335;;;73.7997;-11.7096;0;Bottom;Copper Fill458
336;;;28.1146;-46.2703;0;Bottom;Via193
337;1k;0805 [SMD];45.2597;-72.0602;90;Top;R50
338;;;5.3848;-44.1962;0;Bottom;Copper Fill289
339;;;64.9097;-89.6368;0;Bottom;Copper Fill559
340;;;83.4898;-83.1471;0;Bottom;Copper Fill168
341;;;51.9271;-19.2828;0;Bottom;Via25
342;;;84.5693;-23.9016;0;Bottom;Copper Fill494
343;;;18.8214;-9.1188;0;Bottom;Copper Fill345
344;;;94.2086;-90.1067;0;Bottom;Copper Fill503
345;;;70.5993;-23.7492;0;Bottom;Copper Fill473
346;100k;0805 [SMD];16.6847;-84.6152;-90;Top;R14
347;;;2.8448;-80.6071;0;Bottom;Copper Fill395
348;;;28.0797;-45.8472;0;Bottom;Copper Fill159
349;;;21.082;-92.8499;0;Bottom;Copper Fill184
350;;;16.3068;-33.8076;0;Bottom;Copper Fill302
351;;;38.5921;-51.0328;0;Bottom;Via148
352;;;94.7293;-29.007;0;Bottom;Copper Fill219
353;;;28.0797;-46.8124;0;Bottom;Copper Fill158
354;;;28.0797;-45.8472;0;Bottom;Copper Fill410
355;;;77.5716;-27.1782;0;Bottom;Copper Fill73
356;;;94.7928;-63.7288;0;Bottom;Copper Fill268
357;;;62.9793;-34.4426;0;Bottom;Copper Fill517
358;;;34.1249;-93.523;0;Bottom;Copper Fill437
359;;;44.1706;-88.5319;0;Bottom;Copper Fill202
360;;;70.6628;-30.1754;0;Bottom;Copper Fill55
361;;;82.0928;-78.7656;0;Bottom;Copper Fill8
362;;;30.7086;-30.8104;0;Bottom;Copper Fill307
363;;;6.8326;-29.5023;0;Bottom;Copper Fill529
364;;;38.9096;-19.6003;0;Bottom;Via124
365;470;0805 [SMD];75.7397;-25.2427;-90;Top;R22
366;;;35.4171;-58.6528;0;Bottom;Via100
367;;;81.788;-91.7323;0;Bottom;Copper Fill544
368;;;89.9922;-41.8975;0;Bottom;Copper Fill445
369;2.2;0805 [SMD];2.46969;-42.4602;0;Top;R71
370;;;9.05283;-4.1985;0;Bottom;TXT11
371;10;0805 [SMD];45.6497;-47.8578;180;Top;R32
372;;;36.0934;-66.1799;0;Bottom;Copper Fill454
373;;;5.588;-8.8775;0;Bottom;Copper Fill200
374;;;30.9372;-65.9767;0;Bottom;Copper Fill192
375;;TO220 [THT];33.4487;-68.4953;90;Bottom;Q5
376;;;29.972;-28.8292;0;Bottom;Copper Fill309
377;;;44.4246;-35.8523;0;Bottom;Copper Fill376
378;;THT;6.5247;-16.4253;0;Bottom;J210
379;;;60.5028;-30.6326;0;Bottom;Copper Fill58
380;;;88.6841;-90.6274;0;Bottom;Copper Fill226
381;;300 mil [THT];70.3422;-87.5199;-90;Bottom;D16
382;;;43.434;-35.8523;0;Bottom;Copper Fill375
383;;;22.0345;-93.8024;0;Bottom;Copper Fill489
384;;;60.833;-11.7858;0;Bottom;Copper Fill340
385;;;12.1666;-29.8071;0;Bottom;Copper Fill472
386;;;65.6844;-88.8367;0;Bottom;Copper Fill234
387;220;0805 [SMD];65.5797;-25.2427;-90;Top;R64
388;;;14.7796;-74.2103;0;Bottom;Via169
389;;;16.6497;-86.2078;0;Bottom;Copper Fill439
390;;;78.0542;-65.2528;0;Bottom;Copper Fill266
391;;;40.4368;-19.5836;0;Bottom;Copper Fill84
392;;;57.4802;-85.9919;0;Bottom;Copper Fill483
393;;;46.482;-85.6236;0;Bottom;Copper Fill1
394;;;40.1193;-28.6514;0;Bottom;Copper Fill513
395;;;2.3749;-14.0972;0;Bottom;Copper Fill144
396;0.22µF;0805 [SMD, multilayer];50.3397;-25.2427;-90;Top;C2
397;;;73.9394;-64.7575;0;Bottom;Copper Fill176
398;;;15.0749;-26.1876;0;Bottom;Copper Fill222
399;;;12.8778;-4.6992;0;Bottom;Copper Fill104
400;;SO16 [SMD];61.8713;-9.42896;-90;Top;IC6
401;0.22µF;0805 [SMD, multilayer];60.4997;-25.2427;-90;Top;C6
402;;;84.1502;-76.5812;0;Bottom;Copper Fill12
403;;;71.7042;-40.0052;0;Bottom;Copper Fill43
404;;;33.909;-19.6471;0;Bottom;Copper Fill539
405;;;97.7392;-48.4888;0;Bottom;Copper Fill36
406;;;73.9394;-64.7575;0;Bottom;Copper Fill426
407;;;18.0594;-50.9526;0;Bottom;Copper Fill277
408;;;18.8214;-9.1188;0;Bottom;Copper Fill98
409;;THT;95.1072;-22.1403;0;Bottom;JP2
410;0.1µF;0805 [SMD, multilayer];35.4897;-19.6002;0;Top;C3
411;;;18.923;-35.8523;0;Bottom;Copper Fill209
412;;;65.5205;-48.4204;0;Bottom;TXT11
413;;;68.7546;-13.8853;0;Bottom;Via205
414;;;21.1328;-44.6788;0;Bottom;Copper Fill288
415;;;83.3596;-40.2378;0;Bottom;Via162
416;;;21.1328;-37.0588;0;Bottom;Copper Fill301
417;10k;0805 [SMD];55.4922;-13.8852;0;Top;R63
418;100nF;0805 [SMD, multilayer];76.3747;-13.1777;90;Top;C24
419;1k;0805 [SMD];88.5122;-52.3027;180;Top;R23
420;;;12.6746;-60.7062;0;Bottom;Copper Fill261
421;;;35.1917;-48.438;0;Bottom;Copper Fill466
422;;;53.8321;-8.80535;0;Bottom;Via181
423;;;1.4097;-56.312;0;Bottom;Copper Fill155
424;;;56.6928;-9.8554;0;Bottom;Copper Fill344
425;;;35.179;-32.5376;0;Bottom;Copper Fill304
426;220;0805 [SMD];91.0522;-24.6802;180;Top;R59
427;;;70.2945;-8.4076;0;Bottom;Copper Fill172
428;;;60.1345;-35.7634;0;Bottom;Copper Fill461
429;;;69.7484;-33.9219;0;Bottom;Copper Fill541
430;3.9k;0805 [SMD];76.3021;-31.8877;180;Top;R7
431;;;94.7928;-71.3488;0;Bottom;Copper Fill18
432;;;25.5016;-37.643;0;Bottom;Copper Fill45
433;;;70.5993;-29.9976;0;Bottom;Copper Fill116
