*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3a
*Date=14:47:20
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
320;100k;0805 [SMD];49.3872;-68.3759;-90;Top;R48
321;;;29.5148;-18.6819;0;Bottom;Copper Fill125
322;;;44.3992;-82.4232;0;Bottom;Copper Fill1
323;;;44.1706;-88.7859;0;Bottom;Copper Fill509
324;;;35.5072;-45.2378;0;Bottom;IMG1
325;;;4.2545;-84.8616;0;Bottom;Copper Fill492
326;;;30.3371;-4.3135;0;Bottom;Via219
327;;;52.6796;-19.5963;0;Bottom;Copper Fill407
328;;;94.7896;-29.7134;0;Bottom;Via134
329;;THT;10.0172;-18.6009;0;Bottom;J177
330;;;36.0045;-13.1828;0;Bottom;Copper Fill421
331;;;66.8274;-28.626;0;Bottom;Copper Fill68
332;;;97.2484;-81.3642;0;Bottom;TXT8
333;;;14.5034;-68.4659;0;Bottom;Copper Fill200
334;;;5.8293;-70.8916;0;Bottom;Copper Fill244
335;100 nF;0805 [SMD, multilayer];70.6597;-25.5134;-90;Top;C29
336;;;50.3819;-53.8434;0;Bottom;Arduino Mega 2560
337;;;70.6374;-30.4294;0;Bottom;Copper Fill52
338;;;32.5882;-12.3319;0;Bottom;Copper Fill170
339;;;21.4376;-33.5282;0;Bottom;Copper Fill49
340;;;94.4407;-10.4643;-90;Bottom;TXT4
341;;;62.8396;-6.5915;0;Bottom;Copper Fill165
342;;;60.4393;-84.506;0;Bottom;Copper Fill138
343;;;2.8448;-80.8611;0;Bottom;Copper Fill129
344;;;84.8741;-58.8012;0;Bottom;Copper Fill119
345;;;84.074;-91.9863;0;Bottom;Copper Fill541
346;;;81.1371;-66.5434;0;Bottom;Via53
347;;THT;15.0972;-18.6009;0;Bottom;J176
348;;;24.9936;-11.2778;0;Bottom;Copper Fill96
349;;THT;7.4772;-18.6009;0;Bottom;J210
350;;;66.6241;-69.0584;-90;Bottom;TXT2
351;;;21.4249;-8.3314;0;Bottom;Copper Fill383
352;;;39.878;-14.3766;0;Bottom;Copper Fill333
353;;;67.7418;-11.4556;0;Bottom;Copper Fill340
354;;;12.3444;-26.3019;0;Bottom;Copper Fill209
355;;;21.6662;-53.8482;0;Bottom;Copper Fill25
356;;;89.4969;-49.8604;0;Bottom;Copper Fill453
357;;;62.8269;-71.4504;0;Bottom;Copper Fill473
358;;;88.011;-91.5291;0;Bottom;Copper Fill230
359;;;73.1266;-34.976;0;Bottom;Copper Fill47
360;;;18.8214;-21.1584;0;Bottom;Copper Fill326
361;;;62.9793;-24.0286;0;Bottom;Copper Fill480
362;2.49k;0805 [SMD];42.4747;-22.0934;180;Top;R1
363;;;84.6296;-50.9859;0;Bottom;Via38
364;;TO220 [THT];54.7212;-70.6709;90;Bottom;Q6
365;0.22µF;0805 [SMD, multilayer];73.1997;-25.5134;-90;Top;C10
366;;;44.4246;-33.8711;0;Bottom;Copper Fill114
367;;;21.4249;-9.322;0;Bottom;Copper Fill382
368;;;52.5706;-10.335;0;Bottom;Via197
369;;;88.1221;-31.9359;0;Bottom;Via173
370;;;47.7393;-29.2864;0;Bottom;Copper Fill356
371;;;28.3464;-68.1611;0;Bottom;Copper Fill193
372;;;18.3134;-73.5078;0;Bottom;Copper Fill9
373;;;71.7042;-40.2592;0;Bottom;Copper Fill40
374;;;29.0068;-34.214;0;Bottom;Copper Fill301
375;;;83.2104;-15.799;0;Bottom;Copper Fill330
376;;;95.3389;-91.5672;0;Bottom;Copper Fill505
