*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=v1.3.9
*Date=19:02:46
*CreatedBy=Fritzing 0.9.4.2019-12-01.CD-498-0-a1ffcea
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
400;;;94.7928;-56.1088;0;Bottom;Copper Fill19
401;;;45.1993;-8.1028;0;Bottom;Copper Fill379
402;;;50.3819;-53.5728;0;Bottom;Arduino Mega 2560
403;;;34.1471;-6.90035;0;Bottom;Via136
404;;;84.5693;-25.578;0;Bottom;Copper Fill173
405;;;8.6614;-10.6682;0;Bottom;Copper Fill323
406;;;85.0646;-50.7875;0;Bottom;Copper Fill540
407;;;21.1328;-37.0588;0;Bottom;Copper Fill43
408;1k;0805 [SMD];84.5571;-13.5677;0;Top;R40
409;;;26.5049;-13.1828;0;Bottom;Copper Fill400
410;;THT;6.8422;-10.7103;0;Bottom;J189
411;;;44.7294;-82.1819;0;Bottom;Copper Fill376
412;;;70.104;-93.0023;0;Bottom;Copper Fill537
413;;;35.941;-47.7776;0;Bottom;Copper Fill256
414;100k;0805 [SMD];34.1472;-84.6152;-90;Top;R9
415;;;21.1328;-19.2788;0;Bottom;Copper Fill65
416;;THT;11.9222;-13.2503;0;Bottom;J170
417;;;65.5828;-24.4096;0;Bottom;Copper Fill299
418;;;79.0448;-76.4288;0;Bottom;Copper Fill235
419;;;21.082;-85.5347;0;Bottom;Copper Fill482
420;;;82.0928;-28.4228;0;Bottom;Copper Fill300
421;;;89.4969;-57.6836;0;Bottom;Copper Fill421
422;;;91.8845;-21.1076;0;Bottom;Copper Fill149
423;10pF;0805 [SMD, multilayer];12.9472;-31.0302;180;Top;C18
424;;;91.4146;-82.4867;0;Bottom;Copper Fill78
425;;300 mil [THT];64.9447;-89.7932;-90;Bottom;D16
426;120;0805 [SMD];30.6547;-37.7702;-90;Top;R62
427;;THT;6.8422;-8.17025;0;Bottom;J63
428;;;85.725;-45.1614;0;Bottom;Copper Fill266
429;;;45.6946;-7.6075;0;Bottom;Copper Fill125
430;;;54.3052;-66.1799;0;Bottom;Copper Fill454
431;10;0805 [SMD];45.6497;-47.8578;180;Top;R32
432;;;68.5292;-93.0023;0;Bottom;Copper Fill206
433;;;33.1724;-36.3222;0;Bottom;Copper Fill282
434;0.22µF;0805 [SMD, multilayer];60.4997;-25.2427;-90;Top;C6
435;;;94.7928;-58.6488;0;Bottom;Copper Fill252
436;0.22µF;0805 [SMD, multilayer];52.8797;-25.2427;-90;Top;C4
437;;;84.2772;-49.6572;0;Bottom;Copper Fill17
438;;;80.8228;-22.1998;0;Bottom;Copper Fill312
439;;;66.6241;-68.7878;-90;Bottom;TXT2
440;;;55.8546;-62.8271;0;Bottom;Copper Fill107
441;;;44.6532;-26.3019;0;Bottom;Copper Fill505
442;;;72.8345;-82.6772;0;Bottom;Copper Fill126
443;;;3.3528;-5.6771;0;Bottom;Copper Fill213
444;;;42.545;-9.2204;0;Bottom;Copper Fill329
